Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
8385,FL,Electric Vehicle (EV) Charging Station Financing Authorization,"Local governments may offer funding to property owners within their
jurisdiction to help finance EV charging station installations on their
property or enter into a financing agreement for the same purpose. For
additional information, property owners should contact their local
government.

(Reference [Florida Statutes 163.08](http://www.flsenate.gov/Laws/))",2010-05-28 00:00:00 UTC,,FALSE,5,State Incentives,,,,,,,ELEC|PHEV,LOANS,,STATION|FLEET|GOV,http://www.flsenate.gov/Laws/
8400,AZ,Municipal Alternative Fuel Vehicle (AFV) Acquisition Requirements,"Local governments in Maricopa, Pinal, and Yavapai counties with a
population of more than 1.2 million people must develop and implement
vehicle fleet plans to encourage and increase the use of alternative
fuels in municipal fleets. At least 75% of the total municipal fleet
must operate on alternative fuels. Alternatively, municipal fleets may
meet AFV acquisition requirements through biodiesel or other alternative
fuel use or apply for waivers. Local governments in counties with
populations of more than 500,000 people with bus fleets must purchase or
convert buses to operate on alternative fuels. For the purpose of these
requirements, alternative fuels include propane, natural gas,
electricity, hydrogen, qualified diesel fuel substitutes, E85, and a
blend of hydrogen with propane or natural gas.

(Reference [Arizona Revised Statutes 9-500.04, 49-474.01, 49-541, and 49-571](https://www.azleg.gov/ARStitle/))",,,FALSE,90,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,REQ,GOV,https://www.azleg.gov/ARStitle/
8402,AZ,Federal Fleet Operation Regulations,"Federal fleets based in Arizona that operate primarily in counties with
a population of more than 1.2 million people must be comprised of at
least 90% alternative fuel vehicles. Alternatively, federal fleets may
meet acquisition requirements through alternative fuel use or apply for
waivers. For the purpose of these requirements, alternative fuels
include propane, natural gas, electricity, hydrogen, qualified diesel
fuel substitutes, and a blend of hydrogen with propane or natural gas.

(Reference [Arizona Revised Statutes 1-215 and 49-573](http://www.azleg.state.az.us/))",,,FALSE,105,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,,REQ,GOV,http://www.azleg.state.az.us/
8440,ME,Electric Vehicle (EV) Infrastructure Development,"Maine's smart grid infrastructure policy promotes the development,
implementation, availability, and use of smart grid technology. The
policy includes the goal of integrating advanced electric storage and
peak-reduction technologies, such as EVs, into the electric system.

(Reference [Maine Revised Statutes Title 35-A, Section 3143](http://www.mainelegislature.org/legis/statutes/))",2010-03-23 00:00:00 UTC,,FALSE,36,Laws and Regulations,,,,,,,ELEC|PHEV,,OTHER,OTHER,http://www.mainelegislature.org/legis/statutes/
8482,HI,Electric Vehicle (EV) Charging Station Policies for Multi-Family Residences,"A multi-family residential dwelling or townhouse owner may install EV
charging stations on or near a parking stall at the dwelling as long as
the EV charging station is in compliance with applicable rules and
specifications, the EV charging station is registered with the private
entity within 30 days of installation, and the homeowner receives
consent from the private entity if the EV charging station is placed in
a common area. Private entities may adopt rules that restrict the
placement and use of EV charging station but may not charge a fee for
the placement. The EV charging station owner is responsible for any
damages resulting from the installation, maintenance, repair, removal,
or replacement of the EV charging station. A private entity includes
associations of homeowners, community associations, condominium
associations, cooperatives, or any nongovernmental entity with
covenants.

A working group within the Hawaii Department of Business, Economic
Development, and Tourism identified and examined the issues regarding
multi-family dwelling EV charging station requests to private entities.
The group [reported its
findings](https://files.hawaii.gov/dbedt/annuals/2015/2015-act-164-installation-of-ev-charging-stations.pdf)
and recommendations to the state legislature in December 2015.

(Reference [Hawaii Revised Statutes 196-7.5](http://www.capitol.hawaii.gov/))",2010-06-30 00:00:00 UTC,,FALSE,35,Laws and Regulations,,2015-07-13 15:00:44 UTC,,,,,ELEC|PHEV,,RTC,STATION|FLEET|IND,http://www.capitol.hawaii.gov/|http://www.capitol.hawaii.gov/
8821,CA,Advanced Transportation Tax Exclusion,"The California Alternative Energy and Advanced Transportation Financing
Authority (CAEATFA) provides a sales and use tax exclusion for qualified
manufacturers of advanced transportation products, components, or
systems that reduce pollution and energy use and promote economic
development. Incentives are available until December 31, 2025. For more
information, including application materials, see the CAEATFA [Sales and
Use Tax Exclusion
Program](http://www.treasurer.ca.gov/caeatfa/ste/index.asp) website.

(Reference [California Public Resources Code 26000-26017](http://www.oal.ca.gov/))",2010-03-24 00:00:00 UTC,2015-10-12 00:00:00 UTC,FALSE,55,State Incentives,,2015-11-09 22:13:31 UTC,,,,,ELEC|HY|OTHER|PHEV,EXEM|TAX,,MAN|OTHER,http://www.oal.ca.gov/
8842,CA,Electric Vehicle (EV) Infrastructure Information Resource,"The California Energy Commission, in consultation with the Public
Utilities Commission, must develop and maintain a website containing
specific links to electrical corporations, local publicly owned electric
utilities, and other websites that contain information specific to EVs,
including the following:

-   Resources to help consumers determine if their residences will
    require utility service upgrades to accommodate EVs;
-   Basic charging circuit requirements;
-   Utility rate options; and
-   Load management techniques.

(Reference [California Public Resources Code 25227](http://www.oal.ca.gov/))",2010-09-27 00:00:00 UTC,,FALSE,197,Laws and Regulations,,,,,,,ELEC|PHEV,,OTHER,OTHER,http://www.oal.ca.gov/
8905,IL,School Bus Retrofit Reimbursement,"The Illinois Department of Education will reimburse any qualifying
school district for the cost of converting gasoline buses to more
fuel-efficient engines or to engines using alternative fuels.
Restrictions may apply.

(Reference [105 Illinois Compiled Statutes 5/29-5](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2006-01-01 00:00:00 UTC,,FALSE,45,State Incentives,,,,,,,AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HY|IR|NG|PHEV|LPG,RBATE,,FLEET|GOV,http://www.ilga.gov/legislation/ilcs/ilcs.asp
8980,OH,Alternative Fuel Signage,"The Ohio Turnpike Commission allows businesses to place their logos on
directional signs within the right-of-way of state turnpikes. An
alternative fuel retailer may include a marking or symbol within their
logo indicating that it sells one or more types of alternative fuel.
Alternative fuels are defined as any fuel containing 85% or more ethanol
(E85), fuel blends containing at least 20% biodiesel (B20), natural gas,
propane, hydrogen, electricity, or any fuel that the U.S. Department of
Energy has determined is substantially not petroleum. For more
information, see the \[Ohio Turnpike Commission\](website.

(Reference [Ohio Revised Code 125.831 and 5537.30](https://codes.ohio.gov/ohio-revised-code))",2009-04-01 00:00:00 UTC,,FALSE,55,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,OTHER,STATION|PURCH,https://codes.ohio.gov/ohio-revised-code
9053,NM,Alternative Fuel Tax Exemption,"Alternative fuel distributed by or used for federal government, state
government, or Indian nation, tribe, or pueblo purposes is exempt from
the state excise tax. (Reference [New Mexico
Statutes](https://nmonesource.com/nmos/nmsa/en/nav_date.do) 7-16B-5)
",2015-07-01 00:00:00 UTC,,FALSE,25,State Incentives,,,,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,EXEM|TAX,,STATION|PURCH,http://www.nmonesource.com/nmnxtadmin/NMPublic.aspx
9097,UT,Propane and Electricity Tax Exemptions,"Propane and electricity used to operate motor vehicles are exempt from
state motor fuel taxes. For more information, see the [Utah State Tax
Commission](http://tax.utah.gov/fuel) website.

(Reference [Utah Code 59-13-102, 59-13-201, and 59-13-301](http://le.utah.gov/xcode/code.html))",,2011-03-23 00:00:00 UTC,FALSE,20,State Incentives,,2021-03-10 21:02:47 UTC,,,,,ELEC|PHEV|LPG,EXEM|TAX,,STATION|PURCH|FLEET|IND,http://le.utah.gov/xcode/code.html
9154,WV,Alternative Fuel Use Requirement,"West Virginia higher education governing boards must use alternative
fuels to the maximum extent feasible.

(Reference [West Virginia Code 18B-5-9](https://code.wvlegislature.gov/))",2011-04-05 00:00:00 UTC,,FALSE,55,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|HY|NG|OTHER|PHEV|LPG,,REQ,OTHER,https://code.wvlegislature.gov/
9214,VA,Public Utility Definition,"An entity that is not a public utility, public service corporation, or
public service company that provides retail electric vehicle (EV)
charging services is not defined as a public utility and may sell
electricity if the electricity is used solely for transportation
purchases and the entity procured the electricity from an authorized
public utility. The Virginia State Corporation Commission may not set
the rates, charges, or fees for retail EV charging services provided by
non-utilities.

(Reference [Virginia Code 56-1.2:1 and 56-232.2:1](https://law.lis.virginia.gov/vacode/))",2011-03-23 00:00:00 UTC,2018-03-09 00:00:00 UTC,FALSE,40,Laws and Regulations,,2018-04-09 19:14:53 UTC,,,,,ELEC|PHEV,,UTILITY,STATION,http://lis.virginia.gov|http://virginiageneralassembly.gov|https://law.lis.virginia.gov/vacode/
9216,MI,Electric Vehicle (EV) Time-Of-Use (TOU) Rate - DTE Energy,"DTE Energy offers a TOU rate to residential customers who own an EV. For
more information, including how to qualify, see the DTE Energy [Electric
Pricing](https://newlook.dteenergy.com/wps/wcm/connect/dte-web/home/service-request/residential/electric/pev/pev-res-rate-plans)
website.
",2010-05-01 00:00:00 UTC,,FALSE,50,Utility/Private Incentives,,,,,,,ELEC|PHEV,TOU,,STATION|PURCH|IND,
9232,CA,Commercial Electric Vehicle (EV) Charging Station Rebate - LADWP,"The Los Angeles Department of Water and Power (LADWP) provides rebates
to commercial customers toward the purchase of Level 2 or direct current
fast charging (DCFC) stations. Commercial customers who purchase and
install EV charging stations for employee and public use may receive up
to \$5,000 for each Level 2 EV charging station. Commercial customers
may also receive up to \$75,000 per DCFC station for light-duty vehicle
use, and up to \$125,000 per DCFC station for medium- and heavy-duty
vehicle use. Maximum rebate amounts vary based on whether the EV
charging stations are located in a disadvantaged community. Eligible
customers may qualify for up to 40 rebate awards depending on the number
of parking spaces at the installation site. EV charging stations must be
installed within the LADWP service area. Rebates are available on a
first-come, first-served basis. For more information, including program
guidelines and application materials, see the [Charge Up
L.A.!](https://www.ladwp.com/ladwp/faces/ladwp/residential/r-gogreen/r-gg-driveelectric?_adf.ctrl-state=1d4357epvd_4&_afrLoop=472125629767806)
website.
",2010-05-01 00:00:00 UTC,2015-10-01 00:00:00 UTC,FALSE,137,Utility/Private Incentives,,2020-11-13 15:48:37 UTC,,,,,ELEC|PHEV,RBATE,,STATION|FLEET|GOV,
9272,IN,Electric Vehicle (EV) Time-Of-Use (TOU) Rates - Applied Energy Services (AES) Indiana,"AES Indiana offers a TOU rate to residential and business customers who
own a licensed EV. Customers who are considering purchasing Level 2
electric vehicle supply equipment should contact AES Indiana to discuss
the benefits and requirements of participating in the program. Only
customers in AES territory are eligible. Restrictions apply. For more
information, see the [AES Indiana Electric
Vehicles](https://www.iplpower.com/Business/Programs_and_Services/Electric_Vehicle_Charging_and_Rates/)
website.
",,,FALSE,80,Utility/Private Incentives,,,,,,,ELEC|PHEV,TOU,,STATION|PURCH|FLEET|IND,
9292,ID,Electric Vehicle and Hybrid Electric Vehicle (HEV) Exemption from Vehicle Testing Requirements,"Electric vehicles, plug-in hybrid electric vehicles, and HEVs are exempt
from state motor vehicle inspection and maintenance programs. For more
information, see the [Idaho Vehicle Inspection
Program](https://idahovip.org/) website.

(Reference [Idaho Statutes 39-116B](https://legislature.idaho.gov/statutesrules/))",2013-01-01 00:00:00 UTC,,FALSE,12,State Incentives,,,,,,,ELEC|HEV|PHEV,EXEM,,FLEET|GOV|IND,https://legislature.idaho.gov/statutesrules/
9296,TX,Residential Electric Vehicle (EV) Charging Station Rebate – Austin Energy,"Austin Energy offers residential customers who own an EV a rebate of 50%
of the cost to purchase and install a qualified Level 2 EV charging
station, up to \$1,200. For more information, including eligibility
requirements, see the Austin Energy [Home
Charging](https://austinenergy.com/ae/green-power/plug-in-austin/workplace-charging)
website.
",2011-05-31 00:00:00 UTC,,FALSE,70,Utility/Private Incentives,,,,,,,ELEC|PHEV,RBATE,,IND,https://austinenergy.com/ae/green-power/plug-in-austin/workplace-charging
9303,MD,Zero Emission Vehicle (ZEV) Infrastructure Promotion,"The Maryland Zero Emission Electric Vehicle Infrastructure Council
(ZEEVIC) promotes the use of ZEVs, including electric vehicles (EVs) and
fuel cell electric vehicles (FCEV), in the state. Specific
responsibilities of ZEEVIC include the following:

-   Develop policies and an action plan to promote and facilitate the
    integration of ZEVs into the Maryland transportation network;
-   Assist in developing and coordinating statewide standards for
    streamlined permitting and installation of electric vehicle charging
    and hydrogen fueling equipment;
-   Develop recommendations for a statewide EV charging and FCEV
    refueling infrastructure plan, including standard pricing
    information displays;
-   Increase and support consumer awareness and ownership of ZEVs
    through public outreach;
-   Recommend incentives to support private-sector investment in ZEVs;
-   Develop targeted policies to support fleet purchases of ZEVs;
-   Develop charging solutions for multiunit dwellings;
-   Encourage local and regional efforts to promote the use of ZEVs;
-   Develop model procurement practices for light-duty vehicles that
    include an evaluation of the vehicle lifecycle costs inclusive of
    estimated fuel cost over the anticipated life of the vehicle;
-   Recommend policies that support EV charging and FCEV fueling from
    clean energy sources;
-   Establish performance measures for meeting ZEV related employment,
    infrastructure, and regulatory goals; and
-   Pursue other policies, goals, and objectives that promote the
    adoption of ZEVs.

The Maryland Department of Transportation must provide staff support to
ZEEVIC with the assistance of the Maryland Energy Administration and the
Maryland Public Service Commission. For more information, including
interim reports, see the [Maryland Zero Emission Electric Vehicle
Infrastructure
Council](https://www.mdot.maryland.gov/tso/Pages/Index.aspx?PageId=81)
website and the [MarylandEV](http://www.marylandev.org) website.

(Reference [Chapter 378, Acts of 2015](http://mgaleg.maryland.gov/2015RS/chapters_noln/Ch_378_sb0714T.pdf), [Chapter 213, Acts of 2019](http://mgaleg.maryland.gov/2019RS/chapters_noln/Ch_213_hb1246E.pdf), and [Chapter 118, Acts of 2020](http://mgaleg.maryland.gov/2020RS/chapters_noln/Ch_118_hb0232T.pdf))",2011-05-19 00:00:00 UTC,2020-05-08 00:00:00 UTC,FALSE,50,Laws and Regulations,,2020-05-12 15:28:42 UTC,,,,,ELEC|HY|PHEV,,OTHER,GOV|OTHER,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home|http://mgaleg.maryland.gov/2015RS/chapters_noln/Ch_378_sb0714T.pdf|http://mgaleg.maryland.gov/2019RS/chapters_noln/Ch_213_hb1246E.pdf|http://mgaleg.maryland.gov/2020RS/chapters_noln/Ch_118_hb0232T.pdf
9353,NC,High Occupancy Vehicle (HOV) Lane Exemption,"Qualified plug-in electric vehicles, dedicated natural gas vehicles, and
fuel cell electric vehicles may use North Carolina HOV lanes, regardless
of the number of occupants. This exemption expires September 30, 2025.
(Reference [North Carolina General
Statutes](http://www.ncleg.net/gascripts/Statutes/Statutes.asp) 20-4.01
and 20-146.2)
",2011-05-26 00:00:00 UTC,,FALSE,11,State Incentives,,,,,,,ELEC,EXEM,,FLEET|GOV|IND,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
9354,NC,Electric Vehicle (EV) and Fuel Cell Electric Vehicle (FCEV) Emissions Inspection Exemption,"Qualified light-duty EVs and FCEVs are exempt from state emissions
inspection requirements. Other restrictions may apply.

(Reference [North Carolina General Statutes 20-4.01 and 20-183.2](http://www.ncleg.net/gascripts/Statutes/Statutes.asp))",2011-05-26 00:00:00 UTC,,FALSE,12,State Incentives,,,,,,,ELEC|HY|PHEV,EXEM,,FLEET|GOV|IND,http://www.ncleg.net/gascripts/Statutes/Statutes.asp
9355,NC,Electric Vehicle (EV) Definition,"An EV is defined as a vehicle that:

-   Does not have the ability to be propelled by gasoline
-   Draws electricity from a battery with a capacity of at least four
    kilowatt-hours and is capable of being charged from an external
    source
-   Has not been modified from the original equipment manufacturer power
    train specifications
-   Has a gross vehicle weight rating of 8,500 pounds or less
-   Has a maximum speed of at least 65 miles per hour, and
-   Meets applicable requirements in Title 49 of the [U.S. Code of
    Federal Regulations](https://www.govinfo.gov/app/collection/cfr),
    Section 571.

(Reference [North Carolina General Statutes 20-4.01](http://www.ncleg.net/gascripts/Statutes/Statutes.asp))",2011-05-26 00:00:00 UTC,,FALSE,115,Laws and Regulations,,,,,,,ELEC|PHEV,,STD,MAN|FLEET|GOV|IND,http://www.ncleg.net/gascripts/Statutes/Statutes.asp|https://www.ncleg.gov/house
9372,GA,Electric Vehicle (EV) Time-Of-Use (TOU) Rate Incentive - Georgia Power,"Georgia Power offers a TOU rate for residential customers who own an EV.
Eligible customers must own a smart meter capable of separately
measuring EV charger usage. For more information, see the Georgia Power
[Plug-In Electric
Vehicles](https://www.georgiapower.com/residential/billing-and-rate-plans/pricing-and-rate-plans/plug-in-ev.html)
website.
",,,FALSE,55,Utility/Private Incentives,,2020-05-11 19:10:17 UTC,,,,,ELEC|PHEV,TOU,,STATION|IND,
9374,AL,Residential Electric Vehicle (EV) Time-Of-Use (TOU) Rates - Alabama Power,"Alabama Power offers a TOU rate to residential customers that own or
lease an EV. For more information, see the Alabama Power [EV
rate](https://www.alabamapower.com/smart-energy/emerging-technology/electric-transportation/ev-rate-program.html)
website.
",,,FALSE,20,Utility/Private Incentives,,,,,,,ELEC|PHEV,TOU,,STATION|PURCH|IND,
9399,MN,State Agency Sustainability Plan and Requirements,"Each state department or agency must prepare a biennial sustainability
plan that includes ways to modify vehicle use practices and report
annually on progress towards implementing their plan. Each state agency
plan must prioritize the purchase of on-road vehicles that use
alternative fuels. Vehicle purchasing priority is as follows:\
\
1. Electric vehicles;\
2. Hybrid electric vehicles;\
3. Vehicles that use alternative fuels, including biodiesel blends of
20% (B20) or greater, compressed or liquefied natural gas, ethanol
blends of 70% (E70) or greater, hydrogen, or propane;\
4. Gasoline or diesel vehicles.\
\
High priority vehicle types may be rejected if the vehicle type is
incapable of carrying out its purpose or the total cost of ownership is
more than 10% higher than the next vehicle in the preference list.
Emergency and law enforcement vehicles are exempt from this requirement.
State agency plans must also, among other things, encourage state
employees to fuel vehicles with alternative fuels when available and
increase the use of renewable fuels derived from agricultural products
or waste products.

(Reference [Minnesota Statutes 16C.135 and 16C.137](https://www.revisor.mn.gov/pubs/) and [House Bill 2310, 2023](https://www.revisor.mn.gov/pubs/))",2004-08-05 00:00:00 UTC,2023-05-25 00:00:00 UTC,TRUE,87,Laws and Regulations,,2023-08-03 21:08:54 UTC,,,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,,REQ,GOV,http://www.leg.state.mn.us/lrl/execorders/execorders.aspx|https://www.revisor.mn.gov/pubs/|https://www.revisor.mn.gov/pubs/
9412,NV,Electric Vehicle (EV) Time-Of-Use (TOU) - Nevada Energy (NV Energy),"NV Energy offers a TOU rate to residential and commercial customers who
own or lease EVs. For more information, see the NV Energy [Electric
Vehicles](https://www.nvenergy.com/account-services/energy-pricing-plans/electric-vehicle)
website.
",2011-07-01 00:00:00 UTC,,FALSE,20,Utility/Private Incentives,,,,,,,ELEC|PHEV,TOU,,STATION|PURCH|FLEET|MUD|IND,
9455,NE,Alternative Fuel Vehicle (AFV) Registration,"A fee of \$75 is required for the registration of an AFV that operates
on electricity, solar power, or any other source of energy not otherwise
taxed under the state motor fuel tax laws. Compressed natural gas,
liquefied natural gas, and propane are not subject to this requirement.

(Reference [Nebraska Revised Statutes 60-306 and 60-3,191](http://nebraskalegislature.gov/laws/browse-statutes.php))",2011-05-24 00:00:00 UTC,,FALSE,55,Laws and Regulations,,,,,,,ELEC|PHEV,,EVFEE|FUEL,FLEET|GOV|IND,http://nebraskalegislature.gov/|http://nebraskalegislature.gov/laws/browse-statutes.php
9492,ND,Experimental Vehicle Definition and Requirements,"A vehicle weighing 6,000 pounds or less that is primarily powered by a
source other than a combustion engine may be considered an experimental
vehicle. A driver may not operate an experimental vehicle unless it is
registered as such with the North Dakota Department of Transportation.
An experimental vehicle must be equipped with certain safety features
and may not operate on a public road unless it is accompanied by a chase
vehicle following at a safe driving distance. Experimental vehicle
owners must pay an annual registration fee of \$50 unless owned by a
government entity or political subdivision. Additional requirements and
restrictions apply.

(Reference [North Dakota Century Code 39-10.3](http://www.legis.nd.gov/general-information/north-dakota-century-code))",,,FALSE,95,Laws and Regulations,,2020-03-09 20:53:29 UTC,,,,,ELEC,,REGIS,STATION|AFP|PURCH,http://www.legis.nd.gov/general-information/north-dakota-century-code
9573,CA,Alternative Fuel Vehicle (AFV) Incentives - San Joaquin Valley ,"The San Joaquin Valley Air Pollution Control District administers the
Public Benefit Grant Program, which provides funding to cities,
counties, special districts (such as water districts and irrigation
districts), and public educational institutions for the purchase of new
AFVs, including electric, hybrid electric, natural gas, and propane
vehicles. The maximum grant amount allowed per vehicle is \$20,000, with
a limit of \$100,000 per agency per year. Projects are considered on a
first-come, first-serve basis. For more information, see the [Public
Benefit Grant
Program](http://valleyair.org/grants/content/publicbenefit.html)
website.
",,,FALSE,95,State Incentives,,,,,,,ELEC|NG|PHEV|LPG,GNT,,STATION|FLEET|GOV,
9578,CA,Public Utility Definition,"A corporation or individual that owns, controls, operates, or manages a
facility that supplies electricity to the public exclusively to charge
light-, medium-, and heavy-duty all-electric and plug-in hybrid electric
vehicles, compressed natural gas to fuel natural gas vehicles, or
hydrogen as a motor vehicle fuel is not defined as a public utility.

(Reference [California Public Utilities Code 216](http://www.oal.ca.gov/) and [California Public Utilities Decision 20-09-025, 2020](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2011-10-06 00:00:00 UTC,2015-09-15 00:00:00 UTC,FALSE,184,Laws and Regulations,,2015-11-09 23:23:05 UTC,,,,,ELEC|HY|NG|PHEV,,UTILITY,STATION,http://www.oal.ca.gov/|https://leginfo.legislature.ca.gov/faces/home.xhtml
9579,CA,Electric Vehicle (EV) Charging Station Policies for Multi-Unit Dwellings,"A common interest development, including a community apartment,
condominium, and cooperative development, may not prohibit or restrict
the installation or use of EV charging stations or EV-dedicated
time-of-use (TOU) meter in a homeowner's designated parking space or
unit. These entities may put reasonable restrictions on EV charging
stations, but the policies may not significantly increase the cost of
the EV charging stations or significantly decrease its efficiency or
performance. Restrictions may be placed on TOU meter installations if
they are based on the structure of or available space in the building.
If installation in the homeowner's designated parking space or unit is
not possible, with authorization, the homeowner may add EV charging
stations or a EV-dedicated TOU meter in a common area. The homeowner
must obtain appropriate approvals from the common interest development
association and agree in writing to comply with applicable architectural
standards, engage a licensed installation contractor, provide a
certificate of insurance, and pay for the electricity usage,
maintenance, and other costs associated with the EV charging stations or
TOU meter. Any application for approval should be processed by the
common interest development association without willful avoidance or
delay. The homeowner and each successive homeowner of the parking space
or unit equipped with EV charging stations or a TOU meter is responsible
for the cost of the installation, maintenance, repair, removal, or
replacement of the equipment, as well as any resulting damage to the EV
charging stations, TOU meter, or surrounding area. The homeowner must
also maintain a \$1 million umbrella liability coverage policy and name
the common interest development as an additional insured entity under
the policy. If EV charging stations or an EV-dedicated TOU meter is
installed in a common area for use by all members of the association,
the common interest development must develop terms for use of the EV
charging stations or TOU meter.

(Reference [California Civil Code 4745 and 6713](http://www.oal.ca.gov/))",2011-07-25 00:00:00 UTC,2018-09-13 00:00:00 UTC,FALSE,192,Laws and Regulations,,2018-11-13 18:16:25 UTC,,,,,ELEC|PHEV,,RTC,MUD|IND,http://www.legislature.ca.gov/|http://www.oal.ca.gov/|http://www.legislature.ca.gov/
9580,CA,Access to Electric Vehicle (EV) Registration Records,"The California Department of Motor Vehicles may disclose to an
electrical corporation or local publicly owned utility an EV owner's
address and vehicle type if the information is used exclusively to
identify where the EV is registered.

(Reference [California Vehicle Code 1808.23](http://www.oal.ca.gov/))",2011-09-27 00:00:00 UTC,,FALSE,195,Laws and Regulations,,,,,,,ELEC|PHEV,,OTHER,OTHER,http://www.oal.ca.gov/
9773,IL,Electric Vehicle (EV) Charging Station Installation Requirements,"Vendors that install EV charging stations must comply with Illinois
Commerce Commission (ICC) certification requirements. For specific
requirements, see the ICC [EV Charging Station Installer
Certification](https://www.icc.illinois.gov/Electricity/authorities/EVChargingStationInstallerCert.aspx)
website.

(Reference [220 Illinois Compiled Statutes 5/3-105, 5/16-102, and 5/16-128A](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2011-10-31 00:00:00 UTC,,FALSE,80,Laws and Regulations,,,,,,,ELEC|PHEV,,REGIS,STATION|OTHER,http://www.ilga.gov/legislation/ilcs/ilcs.asp
9774,IL,Smart Grid Infrastructure Development and Support,"The Illinois Science and Energy Innovation Trust (Trust) will provide
financial and technical support to public and private entities within
the state for programs and projects that support, encourage, or utilize
innovative technologies and methods to modernize the state's electric
grid. Technologies may include advanced electricity storage and
peak-shaving technologies, such as electric vehicles (EV) or devices
that allow EVs to engage in smart grid functions. The Trust also offers
assistance for standards development for communication and
interoperability of appliances and equipment connected to the electric
grid. Electric utilities may voluntarily commit to investments in smart
grid advanced metering infrastructure deployment. Participating
utilities must consult with the Smart Grid Advisory Council and file a
Smart Grid Advanced Metering Infrastructure Deployment Plan with the
Illinois Commerce Commission.

(Reference [220 Illinois Compiled Statutes 5/16-108.5 through 108.7](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2011-10-31 00:00:00 UTC,,FALSE,70,State Incentives,,,,,,,ELEC|PHEV,GNT|LOANS|OTHER,,STATION|MAN|OTHER,http://www.ilga.gov/legislation/ilcs/ilcs.asp
9833,UT,Alternative Fuel Vehicle Decal and High Occupancy Vehicle (HOV) Lane Exemption,"Propane, natural gas, all-electric, and plug-in hybrid electric vehicles
are permitted to use HOV lanes, regardless of the number of passengers.
Qualified vehicles must display the special clean fuel decal issued by
the Utah Department of Transportation (UDOT); a limited number of decals
are available. This exemption expires September 29, 2025. For more
information about qualifying vehicles and decal availability, see the
UDOT [Clean Fuel Vehicle Decal and
Permit](https://www.udot.utah.gov/connect/public/express-lanes/get-a-pass-for-the-express-lanes/)
website.

(Reference [Utah Code 41-1a-416, 41-1a-418, 41-6a-702, 59-13-102, and 72-6-121](http://le.utah.gov/xcode/code.html))",,2011-03-30 00:00:00 UTC,FALSE,25,State Incentives,,,2025-09-29 00:00:00 UTC,,,,ELEC|NG|PHEV|LPG,EXEM,,FLEET|GOV|IND,http://le.utah.gov/xcode/code.html
9834,UT,Alternative Fuel Vehicle Inspection and Permit,"The Utah State Tax Commission (Commission) may require vehicles
operating on clean fuels to be inspected for safe operation. In
addition, clean fuel vehicles that have a gross vehicle weight rating of
more than 26,000 pounds or have more than three axels are required to
obtain a special fuel user permit from the Commission. Clean fuels are
defined as propane, natural gas, electricity, and hydrogen.

(Reference [Utah Code 59-13-102, 59-13-303, and 59-13-304](http://le.utah.gov/xcode/code.html))",,2011-03-23 00:00:00 UTC,FALSE,55,Laws and Regulations,,,,,,,ELEC|HY|NG|PHEV|LPG,,REGIS,PURCH|FLEET|GOV|IND,http://le.utah.gov/xcode/code.html
9836,VA,Alternative Fuel and Hybrid Electric Vehicle (HEV) Emissions Testing Exemption,"Vehicles powered exclusively by natural gas, propane, hydrogen, a
combination of compressed natural gas and hydrogen, or electricity are
exempt from the Virginia emissions inspection program. Qualified HEVs
with U.S. Environmental Protection Agency fuel economy ratings of at
least 50 miles per gallon (city) are also exempt from the emissions
inspection program unless remote sensing devices indicate the HEV may
not meet current emissions standards. For more information, including a
list of HEVs that qualify, see the Virginia Department of Motor Vehicles
[Emissions
Inspections](http://www.dmv.state.va.us/vehicles/#emissions.asp)
website.

(Reference [Virginia Code 46.2-1177 through 46.2-1178 and 46.2-749.3](http://lis.virginia.gov/000/src.htm))",2005-09-01 00:00:00 UTC,,FALSE,55,State Incentives,,,,,,,ELEC|HEV|HY|NG|PHEV|LPG,EXEM,,FLEET|GOV|IND,http://lis.virginia.gov/000/src.htm
