Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name,Electric-Only Range,PHEV Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity,,,,
12446,41,1,217,27,Leaf SV/SL (62 kWh battery pack),2020,114,94,104,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
176 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,215,,,,,,,,,,,,,,,,,
12223,41,1,217,27,Leaf SV/SL (62 kWh battery pack),2019,114,94,104,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
176 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,215,,,,,,,,,,,,,,,,,
13243,41,1,217,27,LEAF SV,2023,121,98,109,,,,Auto,e-motor,TBD,,TBD,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,212,,,,FWD,6.6,70,4,22,189,350,173,60,5,,,,
12952,41,,377,29,"e-tron S Sportback (20"" wheels)",2022,73,78,75,,,,Auto,e-motor,138kW electric motor,,"138kW electric motor;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,212,,,,AWD,,,,,,,,,,,,,
12962,41,1,391,27,Taycan Turbo,2022,71,75,73,,,,Auto,e-motor,170 and 335 kW electric motors,,"170 and 335 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,212,,,,AWD,,,,,,,,,,,,,
12759,41,1,391,27,Taycan Turbo,2021,71,75,73,,,,Auto,e-motor,,,129 Ah battery,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,212,,,,,,,,,,,,,,,,,
12666,41,1,219,27,Mustang Mach-E AWD,2021,100,86,93,,,,Auto,e-motor,198 kW electric motor,,"198 kW electric motor;
216 kWh battery",Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,211,,,,Part-Time 4WD,,,,,,,,,,,,,
12950,41,,377,29,"e-tron S (20"" wheels)",2022,72,75,73,,,,Auto,e-motor,138kW electric motor,,"138kW electric motor;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,208,,,,AWD,,,,,,,,,,,,,
12596,41,1,395,29,XC40 Recharge,2021,85,72,79,,,,Auto,,,,"150 kW electric motor;
196 Ah battery",Volvo,,SUV,ELEC,Electric,Dedicated,208,,,,,,,,,,,,,,,,,
13337,41,1,483,29,VF 8 Eco,2023,,,80-87,,,,Auto,e-motor,130/150 kW (x2),,130/150 kW electric motors (x2),VinFast,https://vinfastauto.us/,SUV,ELEC,Electric,Dedicated,207,,,Includes Plus model,AWD,,,,,,400,222,88,,,,,
13234,41,1,361,27,EV6 AWD GT,2023,85,74,79,,,,Auto,e-motor,TBD,,TBD,Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,206,,,,AWD,11,200,4,36,527,697,111,77,5,,,,
12968,41,1,391,27,Taycan Turbo Cross Turismo,2022,72,72,72,,,,Auto,e-motor,175 and 355 kW electric motors,,"175 and 355 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,204,,,,AWD,,,,,,,,,,,,,
12247,41,,377,29,e-tron,2019,73,74,74,,,,Auto,e-motor,141 kW and 172 kW electric motor,,"141 kW and 172 kW electric motors;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,204,,,,,,,,,,,,,,,,,
12451,41,1,391,27,Taycan 4S Perf Battery Plus,2020,68,69,71,,,,Auto,e-motor,120 kW electric motor,,"120 kW electric motor
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,203,,,,,,,,,,,,,,,,,
12969,41,1,391,27,Taycan Turbo S Cross Turismo,2022,74,73,73,,,,Auto,e-motor,175 and 355 kW electric motors,,"175 and 355 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,202,,,,AWD,,,,,,,,,,,,,
12963,41,1,391,27,Taycan Turbo S,2022,69,71,70,,,,Auto,e-motor,190 and 335 kW electric motors,,"190 and 335 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,201,,,,AWD,,,,,,,,,,,,,
12758,41,1,391,27,Taycan Turbo S,2021,69,71,70,,,,Auto,e-motor,,,129 Ah battery,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,201,,,,,,,,,,,,,,,,,
12417,41,1,391,27,Taycan Turbo,2020,68,69,71,,,,Auto,e-motor,170 kW electric motor,,"170 kW electric motor
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,201,,,,,,,,,,,,,,,,,
12964,41,1,391,27,Taycan Perf Battery,2022,76,84,79,,,,Auto,e-motor,240 kW electric motor,,"240 kW electric motor; 
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,200,,,,AWD,,,,,,,,,,,,,
12739,41,1,391,27,Taycan Perf Battery,2021,76,84,79,,,,Auto,e-motor,240 kW electric motor,,240 kW electric motor; 129 Ah battery,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,200,,,,,,,,,,,,,,,,,
12960,41,1,391,27,Taycan 4S Perf Battery,2022,79,80,79,,,,Auto,e-motor,150 and 270 kW electric motors,,"150 and 270 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,199,,,,AWD,,,,,,,,,,,,,
12701,41,1,391,27,Taycan 4S Perf Battery,2021,79,80,79,,,,Auto,e-motor,194 and 280 kW electric motors,,"194 and 280 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,199,,,,,,,,,,,,,,,,,
12416,41,1,391,27,Taycan Turbo S,2020,67,68,68,,,,Auto,e-motor,170 kW electric motor,,"170 kW electric motor
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,192,,,,,,,,,,,,,,,,,
12217,41,1,410,27,e6,2019,73,71,72,,,,Auto,e-motor,75 kW electric motor,,"75 kW electric motor; 
270 Ah battery",BYD Motors,http://www.byd.com/,Sedan/Wagon,ELEC,Electric,Dedicated,187,,,,,,,,,,,,,,,,,
12953,41,,377,29,"e-tron S Sportback (21"" or 22"" wheels)",2022,64,66,65,,,,Auto,e-motor,157kW electric motor,,"157kW electric motor;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,185,,,,AWD,,,,,,,,,,,,,
12951,41,,377,29,"e-tron S (21"" or 22"" wheels)",2022,62,64,63,,,,Auto,e-motor,138kW electric motor,,"138kW electric motor;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,181,,,,AWD,,,,,,,,,,,,,
13336,41,1,482,25,Endurance,2023,49,46,48,,,,Auto,e-motor,96 kW (x4),,96 kW electric motors (x4),Lordstown,https://www.lordstownmotors.com/,Pickup,ELEC,Electric,Dedicated,174,,,,4WD,,,,,,348,315,109,,,,,
12756,41,1,351,27,Ioniq Electric,2021,145,121,133,,,,Auto,e-motor,100 kW electric motor,,"100 kW electric motor;
120 Ah battery",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,170,,,,,,,,,,,,,,,,,
12362,41,1,351,27,Ioniq Electric,2020,145,121,133,,,,Auto,e-motor,88 kW electric motor,,"100 kW electric motor;
120 Ah battery",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,170,,,,,,,,,,,,,,,,,
12750,41,1,211,27,i3,2021,124,102,113,,,,Auto,e-motor,125 kW electric motor,,"125 kW electric motor;
120 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,,,,,,,,,,,,,,,,,
12695,41,1,211,27,i3s,2021,124,102,113,,,,Auto,e-motor,135 kW electric motor,,"135 kW electric motor;
120 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,,,,,,,,,,,,,,,,,
12438,41,1,211,27,i3,2020,124,102,113,,,,Auto,e-motor,125 kW electric motor,,"125 kW electric motor;
120 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,,,,,,,,,,,,,,,,,
12439,41,1,211,27,i3s,2020,124,102,113,,,,Auto,e-motor,135 kW electric motor,,"135 kW electric motor;
120 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,,,,,,,,,,,,,,,,,
12100,41,1,211,27,i3,2019,124,102,113,,,,Auto,e-motor,135 kW electric motor,,"125 kW electric motor;
120 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,,,,,,,,,,,,,,,,,
12101,41,1,211,27,i3s,2019,124,102,113,,,,Auto,e-motor,135 kW electric motor,,"135 kW electric motor;
120 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,153,,,,,,,,,,,,,,,,,
12075,41,9,217,27,Leaf (40 kWh battery pack),2019,124,99,112,,,,Auto,e-motor,110 kW electric motor,,"110 kW electric motor;
115 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Hybrid Electric,150,,,,,,,,,,,,,,,,,
13242,41,1,217,27,LEAF,2023,123,99,111,,,,Auto,e-motor,TBD,,TBD,Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,149,,,,FWD,6.6,70,4,22,189,350,115,40,5,,,,
12881,41,9,217,27,Leaf (40 kWh battery pack),2022,123,99,111,,,,Auto,e-motor,110 kW electric motor,,"110 kW electric motor;
115 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Hybrid Electric,149,,,,FWD,,,,,,,,,,,,,
12697,41,9,217,27,Leaf (40 kWh battery pack),2021,123,99,111,,,,Auto,e-motor,110 kW electric motor,,"110 kW electric motor;
115 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Hybrid Electric,149,,,,,,,,,,,,,,,,,
12444,41,9,217,27,Leaf (40 kWh battery pack),2020,123,99,111,,,,Auto,e-motor,110 kW electric motor,,"110 kW electric motor;
115 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Hybrid Electric,149,,,,,,,,,,,,,,,,,
12730,57,9,211,27,i3s with Range Extender,2021,,,100,30,31,31,Auto,SI,135 kW,,"0.6L I2;
135 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,,Non-Blended,,,,,,,,,,,,,,,
12729,57,9,211,27,i3 with Range Extender,2021,,,100,30,31,31,Auto,SI,125 kW,,"0.6L I2;
125 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,,Non-Blended,,,,,,,,,,,,,,,
12448,57,9,211,27,i3s with Range Extender,2020,,,100,30,31,31,Auto,SI,135 kW,,"0.6L I2;
135 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,,Non-Blended,,,,,,,,,,,,,,,
12447,57,9,211,27,i3 with Range Extender,2020,,,100,30,31,31,Auto,SI,125 kW,,"0.6L I2;
125 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,,Non-Blended,,,,,,,,,,,,,,,
12201,57,9,211,27,i3s with Range Extender,2019,,,100,30,31,31,Auto,SI,135 kW,,"0.6L I2;
135 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,,Non-Blended,,,,,,,,,,,,,,,
12200,57,9,211,27,i3 with Range Extender,2019,,,100,30,31,31,Auto,SI,125 kW,,"0.6L I2;
125 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,126,,Non-Blended,,,,,,,,,,,,,,,
12105,41,1,347,27,e-Golf,2019,126,111,119,,,,Auto,e-motor,100 kW electric motor,,"100 kW electric motor;
111 Ah battery",Volkswagen,http://www.vw.com,Sedan/Wagon,ELEC,Electric,Dedicated,125,,,,,,,,,,,,,,,,,
12061,41,1,351,27,Ioniq Electric,2019,150,122,136,,,,Auto,e-motor,88 kW electric motor,,"88 kW electric motor;
78 Ah battery",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,124,,,,,,,,,,,,,,,,,
12353,41,1,347,27,e-Golf,2020,122,104,113,,,,Auto,e-motor,100 kW electric motor,,"100 kW electric motor;
111 Ah battery",Volkswagen,http://www.vw.com,Sedan/Wagon,ELEC,Electric,Dedicated,123,,,,,,,,,,,,,,,,,
12462,41,1,219,9,Transit Cargo Van,2020,,,,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
86 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,120,,,"This vehicle is available with an electric power train developed and installed by Lightning eMotors, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,,,,,
12463,41,1,219,3,Transit Passenger Van,2020,,,,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
86 kWh battery",Ford,https://www.ford.com,Passenger Van/Shuttle Bus,ELEC,Electric,Dedicated,120,,,"This vehicle is available with an electric power train developed and installed by Lightning eMotors, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,,,,,
12220,41,1,219,9,Transit Van/Wagon,2019,,,,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
86 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,120,,,"This vehicle is available with an electric power train developed and installed by Lightning Systems, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,,,,,
13114,41,1,425,27,Cooper SE Hardtop 2 door,2023,119,100,110,,,,Auto,e-motor,135 kW electric motor,,135 kW electric motor,Mini,,Sedan/Wagon,ELEC,Electric,Dedicated,114,,,,FWD,7.4,,4,24,128,349,93,32,4,,,,
12779,41,,425,27,Cooper SE Hardtop 2 door,2022,119,100,110,,,,Auto,e-motor,135 kW electric motor,,"135 kW electric motor;
93 Ah battery",Mini,,Sedan/Wagon,ELEC,Electric,,114,,,,FWD,,,,,,,,,,,,,
12221,41,1,361,27,Soul,2019,124,93,108,,,,Auto,e-motor,81 kW electric motor,,"81 kW electric motor;
80 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,111,,,,,,,,,,,,,,,,,
12556,41,,425,27,Cooper SE Hardtop 2 door,2021,115,100,108,,,,Auto,e-motor,135 kW electric motor,,"135 kW electric motor;
93 Ah battery",Mini,,Sedan/Wagon,ELEC,Electric,,110,,,,,,,,,,,,,,,,,
12434,41,,425,27,Cooper SE Hardtop 2 door,2020,115,100,108,,,,Auto,e-motor,135 kW electric motor,,"135 kW electric motor;
93 Ah battery",Mini,,Sedan/Wagon,ELEC,Electric,,110,,,,,,,,,,,,,,,,,
12957,41,,229,27,MX-30,2022,98,85,92,,,,Auto,e-motor,81 kW electric motor,,"81 kW electric motor;
100 Ah battery",Mazda,http://www.mazdausa.com,Sedan/Wagon,ELEC,Electric,,100,,,,FWD,,,,,,,,,,,,,
12170,41,1,209,27,Clarity,2019,126,103,114,,,,Auto,e-motor,120 kW electric motor,,"120 kW electric motor; 
82 Ah battery",Honda,http://automobiles.honda.com,Sedan/Wagon,ELEC,Electric,Dedicated,89,,,,,,,,,,,,,,,,,
12219,41,1,379,27,500e,2019,121,103,112,,,,Auto,e-motor,82 kW electric motor,,"82 kW electric motor;
63 Ah battery",Fiat,http://www.fiatusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,84,,,,,,,,,,,,,,,,,
12682,57,9,424,27,"GS-6 (21"" wheels)",2021,,,70,27,25,26,Auto,SI,1.5L,3,"1.5L I3;
175 kW electric motors (x2)",Karma,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,61,,Non-Blended,"This model is also available with 22"" wheels, at reduced fuel economy and all-electric range.",,,,,,,,,,,,,,
12661,57,9,424,27,"Revero GT (21"" wheels)",2021,,,70,27,25,26,Auto,SI,1.5L,3,"1.5L I3;
175 kW electric motors (x2)",Karma,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,61,,Non-Blended,"This model is also available with 22"" wheels, at reduced fuel economy and all-electric range.",,,,,,,,,,,,,,
12398,57,9,424,27,"Revero GT (21"" wheels)",2020,70,,70,27,25,26,Auto,SI,1.5L,3,"1.5L I3;
175 kW electric motors (x2)",Karma,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,61,,Non-Blended,,,,,,,,,,,,,,,
12461,41,1,219,9,Transit Cargo Van,2020,,,,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
43 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,60,,,"This vehicle is available with an electric power train developed and installed by Lightning eMotors, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,,,,,
12464,41,1,219,3,Transit Passenger Van,2020,,,,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
43 kWh battery",Ford,https://www.ford.com,Passenger Van/Shuttle Bus,ELEC,Electric,Dedicated,60,,,"This vehicle is available with an electric power train developed and installed by Lightning eMotors, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,,,,,
12246,41,1,219,9,Transit Van/Wagon,2019,,,,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
43 kWh battery",Ford,https://www.ford.com,Van,ELEC,Electric,Dedicated,60,,,"This vehicle is available with an electric power train developed and installed by Lightning Systems, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.",,,,,,,,,,,,,,
12686,41,1,466,27,K27,2021,127,102,114,,,,Auto,e-motor,20 kW electric motor,,"20 kW electric motor;
57 Ah battery",Kandi,,Sedan/Wagon,ELEC,Electric,Dedicated,59,,,,,,,,,,,,,,,,,
12171,41,1,381,27,EQ fortwo coupe,2019,124,94,108,,,,Auto,e-motor,60 kW electric motor,,"60 kW electric motor;
51 Ah battery",smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,58,,,,,,,,,,,,,,,,,
12172,41,1,381,27,EQ fortwo convertible,2019,112,91,102,,,,Auto,e-motor,60 kW electric motor,,"60 kW electric motor;
51 Ah battery",smart,http://www.smartusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,57,,,,,,,,,,,,,,,,,
12165,57,9,215,27,Volt,2019,,,110,43,42,42,Auto,SI,1.5L,4,"1.5L I4;
48 kW & 87 kW electric motor",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,53,,Non-Blended,,,,,,,,,,,,,,,
12588,57,9,462,27,Polestar I,2021,,,58,22,31,26,Auto,SI,2.0L,4,"2.0L I4; 
52, 85, 85kW 3-phase Sync. electric motor",Polestar Automotive USA,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,52,,Blended,,,,,,,,,,,,,,,
12456,57,9,462,27,Polestar I,2020,,,58,22,31,26,Auto,SI,2.0L,4,"2.0L I4; 
52, 85, 86kW 3-phase Sync. electric motor",Polestar Automotive USA,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,52,,Blended,,,,,,,,,,,,,,,
12550,57,9,209,27,Clarity PHEV,2021,,,110,44,40,42,Auto,SI,1.5L,4,"1.5L I4;
135 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,48,,Blended,,,,,,,,,,,,,,,
12430,57,9,209,27,Clarity PHEV,2020,,,110,44,40,42,Auto,SI,1.5L,4,"1.5L I4;
135 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,48,,Blended,,,,,,,,,,,,,,,
12194,57,9,209,27,Clarity PHEV,2019,,,110,44,40,42,Auto,SI,1.5L,4,"1.5L I4;
135 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,48,,Blended,,,,,,,,,,,,,,,
13041,57,1,221,27,RAV4 Prime AWD,2022,,,94,40,36,38,Auto,SI,2.5L,4,"2.5L I4;
40 & 134 kW electric motors",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Dedicated,42,600,Blended,,AWD,,,,,,,,,,,,,
12552,57,1,221,27,RAV4 Prime AWD,2021,,,94,40,36,38,Auto,,2.5L,4,"2.5L I4;
40 & 134 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Dedicated,42,,Blended,,,,,,,,,,,,,,,
13344,57,9,395,29,S60 T8 AWD Recharge,2023,,,74,30,33,31,Auto,SI,2.0L,4,"2.0L I4;
34 kW electric motor",Volvo,,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,40,530,Blended,,AWD,3.6,,2,7,,369,51,18,5,,,,
13301,57,9,395,27,V60 T8 AWD Recharge ext. Range,2023,,,74,30,33,31,Auto,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,40,530,Blended,,AWD,3.6,,2,7,,369,51,18,5,,,,
13076,57,9,395,27,S60 T8 AWD Recharge ext. Range,2022,,,74,30,33,31,Auto,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,40,530,Blended,,AWD,,,,,,,,,,,,,
13078,57,9,395,27,V60 T8 AWD Recharge ext. Range,2022,,,74,30,33,31,Auto,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,40,530,Blended,,AWD,,,,,,,,,,,,,
13300,57,9,395,27,S90 T8 AWD Recharge ext. Range,2023,,,66,28,33,30,Auto,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,38,500,Blended,,AWD,3.6,,2,6,,369,51,18,5,,,,
13077,57,9,395,27,S90 T8 AWD Recharge ext. Range,2022,,,66,28,31,29,Auto,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,38,500,Blended,,AWD,,,,,,,,,,,,,
12455,57,9,219,29,Escape FWD PHEV,2020,,,100,43,38,41,Auto,SI,2.5L,4,"2.5L I4;
36 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,38,,Blended,,,,,,,,,,,,,,,
13295,57,1,243,29,NX 450h+ AWD,2023,,,84,38,33,36,Auto,SI,2.5L,4,"2.5L I4;
40kW and 134kW electric motors;",Lexus,,SUV,PHEV,Plug-in Hybrid Electric,Dedicated,37,550,Blended,,AWD,3.3-6.6,,3,16,,355,51,18,5,,,,
13037,57,9,219,29,Escape FWD PHEV,2022,,,105,43,38,41,Auto,SI,2.5L,4,"2.5L I4;
96 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,37,520,Blended,,FWD,,,,,,,,,,,,,
13039,57,1,243,29,NX 450+ AWD,2022,,,84,38,33,36,Auto,SI,2.5L,4,"2.5L I4;
40kW and 134kW electric motors;",Lexus,,SUV,PHEV,Plug-in Hybrid Electric,Dedicated,37,550,Blended,,AWD,,,,,,,,,,,,,
12764,57,9,219,29,Escape FWD PHEV,2021,,,105,43,38,40,Auto,SI,2.5L,4,"2.5L I4;
62 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,37,,Blended,,,,,,,,,,,,,,,
12400,57,9,424,27,Revero,2019,60,,60,19,21,20,Auto,SI,2.0L,4,"2.0L I4;
150 kW electric motors (x2)",Karma,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,37,,Non-Blended,,,,,,,,,,,,,,,
13345,57,9,395,29,XC60 T8 AWD Recharge,2023,,,63,28,28,28,Auto,SI,2.0L,4,"2.0L I4;
34 kW electric motor",Volvo,,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,36,560,Blended,,AWD,3.6,,2,6,,369,51,18,5,,,,
13079,57,9,395,29,XC60 T8 AWD Recharge ext. Range,2022,,,63,28,28,28,Auto,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,36,560,Blended,,AWD,,,,,,,,,,,,,
13080,57,9,395,29,XC90 T8 AWD Recharge ext. Range,2022,,,66,25,27,26,Auto,SI,2.0L,4,"2.0L I4;
34 &107 kW electric motors",Volvo,,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,36,530,Blended,,AWD,,,,,,,,,,,,,
13292,57,9,351,29,Tucson Plug-in Hybrid,2023,,,80,35,35,35,Auto,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,33,420,Blended,,AWD,7.2,,4,20,,360,38,13,5,,,,
13346,57,9,395,29,XC90 T8 AWD Recharge,2023,,,58,26,27,27,Auto,SI,2.0L,4,"2.0L I4;
34 & 107 kW electric motors",Volvo,,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,33,530,Blended,,AWD,3.6,,2,6,,369,51,18,7,,,,
12888,57,9,351,29,Tucson Plug-in Hybrid,2022,,,80,35,35,35,Auto,SI,1.6L,4,"1.6L I4;
67 kW electric motor",Hyundai,http://www.hyundaiusa.com/,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,33,420,Blended,,AWD,,,,,,,,,,,,,
13290,57,9,223,9,Pacifica Hybrid,2023,,,82,29,30,30,Auto,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,Hybrid Electric,32,520,Blended,,FWD,6.6,,3,16,,360,47,16,7,,,,
